sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,age_group
non,aucun,regions_touristiques_services,non,4637,célibataire,,0.09,849.0,,25030.670052142177,18-29
non,bac,regions_tertiaires,oui,2645,marié,4.0,0.14,,,2277.145354776111,18-29
non,aucun,Provence-Alpes-Côte d’Azur,non,3126,veuf,,0.31,,369.35,17845.000580176118,18-29
oui,bac+2,regions_industrielles,oui,2151,marié,1.0,0.63,345.0,10000.0,500.0,45-59
oui,master,Provence-Alpes-Côte d’Azur,non,1851,divorcé,,0.82,,5000.0,27262.08181334808,60+
oui,bac,regions_touristiques_services,oui,2901,marié,4.0,0.55,,10000.0,500.0,60+
non,master,regions_tertiaires,non,994,célibataire,5.0,0.3,312.0,784.78,16881.538527785102,30-44
non,bac,regions_touristiques_services,oui,3435,veuf,,0.17,597.0,5000.0,1919.650604490946,30-44
non,bac,region_parisienne,non,500,veuf,,0.69,,10000.0,5366.782135844513,45-59
oui,doctorat,regions_touristiques_services,oui,2252,,,0.13,,10000.0,19770.58801447668,30-44
oui,doctorat,regions_tertiaires,non,529,célibataire,1.0,0.02,,,28518.042402682,30-44
non,bac+2,regions_touristiques_services,non,967,veuf,0.0,0.95,,5000.0,10322.651983787207,60+
non,bac,regions_tertiaires,oui,2312,,,0.75,,10000.0,1979.748774111976,45-59
non,bac+2,regions_touristiques_services,non,682,veuf,1.0,0.08,,10000.0,6873.663473407061,45-59
non,bac,regions_tertiaires,oui,2509,,,0.88,762.0,421.19,500.0,30-44
non,aucun,Provence-Alpes-Côte d’Azur,oui,2661,célibataire,1.0,0.82,,10000.0,500.0,30-44
non,doctorat,regions_tertiaires,non,3231,,5.0,0.09,362.0,,30700.651508551942,18-29
oui,bac,regions_tertiaires,non,2106,veuf,,0.23,665.0,5000.0,500.0,30-44
non,bac,regions_tertiaires,oui,2671,marié,,0.78,,5000.0,500.0,30-44
oui,bac,regions_touristiques_services,non,3871,veuf,,0.06,,,500.0,18-29
oui,master,regions_touristiques_services,oui,2691,,3.0,0.89,,5000.0,21945.904315684653,30-44
non,master,regions_industrielles,oui,2033,veuf,,0.3,,525.64,500.0,30-44
oui,aucun,regions_touristiques_services,oui,2481,divorcé,,0.17,,10000.0,500.0,45-59
non,doctorat,regions_industrielles,non,2218,,,0.74,,,500.0,45-59
oui,bac,regions_tertiaires,non,2903,divorcé,4.0,0.91,,,500.0,60+
oui,master,regions_industrielles,non,2548,célibataire,,0.18,,,3031.3718481659403,60+
oui,master,region_parisienne,oui,3619,,1.0,0.2,437.0,866.75,500.0,18-29
oui,bac+2,regions_tertiaires,non,4819,divorcé,0.0,0.45,480.0,1130.56,34330.9380373806,18-29
non,master,regions_touristiques_services,oui,2300,veuf,2.0,0.93,511.0,10000.0,500.0,60+
non,master,regions_touristiques_services,oui,3878,veuf,,0.52,793.0,,5446.426084695993,45-59
oui,master,region_parisienne,non,1592,célibataire,2.0,0.84,,967.95,35021.51375923789,60+
non,doctorat,regions_industrielles,oui,2765,,,0.87,476.0,,7694.327938151058,30-44
oui,bac+2,regions_industrielles,oui,2581,veuf,3.0,0.61,,5000.0,4272.007237846425,45-59
oui,bac,regions_tertiaires,non,500,,,0.2,598.0,911.59,2461.673939789295,18-29
non,bac+2,region_parisienne,oui,2005,,,0.43,354.0,,500.0,60+
non,master,regions_industrielles,non,4102,,,0.97,471.0,,500.0,18-29
oui,bac+2,regions_touristiques_services,non,1950,veuf,1.0,0.46,617.0,1506.14,12937.14499278152,60+
non,bac+2,region_parisienne,oui,1973,divorcé,,0.45,738.0,10000.0,500.0,60+
non,aucun,regions_tertiaires,oui,500,veuf,2.0,0.9,,,500.0,45-59
oui,bac,regions_tertiaires,non,2115,divorcé,3.0,0.08,,1047.81,500.0,30-44
non,master,regions_touristiques_services,non,2238,marié,,0.86,753.0,10000.0,500.0,60+
non,master,regions_tertiaires,oui,3051,marié,3.0,0.47,764.0,,500.0,60+
oui,bac+2,regions_touristiques_services,oui,2437,,,0.84,,1036.38,11947.908649544055,18-29
oui,bac,regions_touristiques_services,non,2531,veuf,,0.63,649.0,714.02,500.0,30-44
oui,doctorat,regions_tertiaires,non,4045,veuf,,0.19,406.0,10000.0,38827.39750794823,45-59
oui,bac+2,regions_touristiques_services,oui,2930,veuf,,0.28,,10000.0,15306.671395114714,30-44
oui,aucun,Provence-Alpes-Côte d’Azur,oui,1248,,,0.34,336.0,800.91,500.0,60+
non,doctorat,regions_touristiques_services,oui,1986,divorcé,,0.56,620.0,1083.63,6979.042641933249,30-44
oui,bac+2,regions_touristiques_services,oui,3437,marié,5.0,0.93,427.0,10000.0,21172.626997293148,45-59
oui,bac,regions_tertiaires,non,1964,veuf,4.0,0.2,,,23577.333299950948,45-59
non,doctorat,regions_industrielles,non,1764,marié,4.0,0.33,,5000.0,500.0,18-29
non,aucun,region_parisienne,oui,599,marié,,0.57,,,500.0,30-44
non,doctorat,regions_tertiaires,oui,3079,,,0.35,,5000.0,15060.755418794995,60+
non,bac+2,regions_industrielles,oui,4013,célibataire,,0.22,,5000.0,500.0,18-29
oui,aucun,regions_touristiques_services,oui,1302,veuf,1.0,0.57,,1073.53,500.0,18-29
non,aucun,regions_industrielles,oui,500,divorcé,3.0,0.68,,10000.0,500.0,18-29
oui,bac,regions_tertiaires,non,2946,marié,5.0,0.5,,838.39,18830.95864238332,45-59
oui,bac,regions_touristiques_services,non,1941,célibataire,0.0,0.72,,,500.0,30-44
oui,aucun,region_parisienne,non,4452,divorcé,,0.77,,,26090.535087497414,30-44
oui,bac+2,regions_tertiaires,oui,3395,,,0.03,712.0,636.91,500.0,45-59
oui,bac,regions_tertiaires,oui,3047,veuf,,0.69,,5000.0,14951.326066062858,60+
non,bac,regions_tertiaires,oui,2880,,0.0,0.7,,5000.0,1473.5200239223334,30-44
non,doctorat,regions_tertiaires,oui,3146,,,0.7,580.0,10000.0,20104.60136465834,30-44
oui,bac+2,regions_tertiaires,non,546,,,0.97,,10000.0,11482.151167716658,60+
oui,bac+2,regions_touristiques_services,oui,4267,divorcé,,0.96,782.0,5000.0,22449.39855282556,45-59
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,2088,veuf,4.0,0.32,,,20484.981891842057,18-29
oui,bac,regions_tertiaires,non,2232,,3.0,0.81,,754.91,14435.595475419064,45-59
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,2691,marié,,0.2,841.0,969.96,500.0,60+
non,doctorat,region_parisienne,non,1475,veuf,3.0,0.58,,,500.0,45-59
oui,aucun,Provence-Alpes-Côte d’Azur,non,698,marié,,0.51,,,1804.7224221419824,18-29
oui,bac+2,regions_tertiaires,non,1294,marié,,0.45,,,500.0,30-44
non,bac,regions_touristiques_services,non,2620,,,0.74,,5000.0,7542.823725513853,45-59
non,aucun,regions_touristiques_services,oui,2167,veuf,1.0,0.18,710.0,,500.0,18-29
oui,aucun,regions_tertiaires,non,1623,veuf,,0.51,,,2407.834369126133,30-44
non,bac+2,regions_touristiques_services,oui,2623,divorcé,2.0,0.79,,,2012.032997487594,18-29
non,aucun,regions_touristiques_services,oui,2622,célibataire,,0.41,741.0,5000.0,500.0,60+
oui,aucun,regions_touristiques_services,oui,2858,veuf,,0.46,,856.78,500.0,45-59
non,bac+2,regions_touristiques_services,oui,4245,célibataire,1.0,0.42,,683.76,8781.106659174166,18-29
oui,bac+2,regions_touristiques_services,oui,1795,veuf,,0.07,,5000.0,16913.271530693055,60+
oui,master,regions_touristiques_services,non,500,divorcé,,0.96,469.0,1094.8,17814.286530367346,60+
oui,aucun,regions_touristiques_services,non,4716,veuf,,0.66,830.0,10000.0,35398.55546099379,60+
non,aucun,region_parisienne,non,2164,marié,,0.22,,,17157.233553829006,30-44
oui,master,regions_tertiaires,oui,2146,marié,,0.5,624.0,663.84,500.0,30-44
non,aucun,regions_tertiaires,oui,3974,célibataire,,0.29,562.0,5000.0,2241.3585647215973,30-44
non,bac+2,regions_tertiaires,oui,500,divorcé,5.0,0.86,829.0,5000.0,2752.7461889269243,45-59
non,bac,regions_industrielles,oui,1592,marié,,0.1,,750.38,500.0,60+
oui,bac,Provence-Alpes-Côte d’Azur,oui,3718,,3.0,0.25,637.0,931.91,500.0,18-29
oui,bac+2,regions_industrielles,non,1979,divorcé,,0.92,,901.51,500.0,45-59
non,aucun,regions_touristiques_services,non,2887,marié,,0.91,,5000.0,3433.083684048845,18-29
non,bac+2,region_parisienne,oui,2370,,,0.76,437.0,10000.0,13729.015736996424,18-29
non,doctorat,Provence-Alpes-Côte d’Azur,oui,4390,divorcé,5.0,0.61,,,1891.1723962319727,18-29
non,bac,regions_touristiques_services,oui,1423,,,0.09,,,500.0,30-44
non,aucun,regions_touristiques_services,oui,2458,divorcé,0.0,0.82,,,500.0,30-44
non,master,regions_tertiaires,oui,3403,célibataire,,0.35,721.0,10000.0,500.0,60+
non,doctorat,regions_touristiques_services,non,2435,divorcé,2.0,0.2,591.0,5000.0,38233.21786028864,30-44
non,bac,region_parisienne,non,500,marié,3.0,0.11,,10000.0,13390.503383048135,45-59
oui,master,regions_tertiaires,non,2952,célibataire,,0.88,628.0,,7757.866187770525,30-44
non,bac,regions_touristiques_services,oui,5908,veuf,,0.44,534.0,613.12,500.0,45-59
non,bac+2,region_parisienne,oui,2785,veuf,4.0,0.78,,5000.0,500.0,45-59
non,aucun,regions_touristiques_services,oui,3110,,3.0,0.34,,732.89,500.0,60+
non,master,regions_tertiaires,non,2972,célibataire,3.0,0.61,,739.85,32955.72606380208,18-29
oui,master,region_parisienne,oui,1296,divorcé,,0.66,,1087.32,996.1802002025788,18-29
non,master,regions_industrielles,non,4620,marié,2.0,1.0,,858.54,9205.187909270016,30-44
non,bac+2,region_parisienne,oui,2448,veuf,1.0,0.15,,10000.0,4245.037783140844,18-29
non,bac+2,regions_tertiaires,oui,2403,,,0.67,603.0,846.76,500.0,60+
oui,master,regions_touristiques_services,oui,3451,,4.0,0.42,352.0,10000.0,14160.433928568538,30-44
non,bac,regions_touristiques_services,non,964,,3.0,0.0,,5000.0,7593.134527941985,30-44
oui,master,regions_touristiques_services,oui,1837,célibataire,,0.05,,1271.1,500.0,45-59
non,bac,regions_industrielles,oui,5264,marié,3.0,0.09,369.0,685.99,4718.767520600533,18-29
oui,aucun,region_parisienne,non,5029,veuf,5.0,0.22,,10000.0,5467.298925157802,45-59
oui,bac,regions_touristiques_services,non,4721,marié,5.0,0.74,,1078.33,26348.65728251668,45-59
oui,bac,region_parisienne,non,2482,célibataire,5.0,0.07,,,17625.92739488669,18-29
non,bac,Provence-Alpes-Côte d’Azur,oui,1733,,1.0,0.61,,,500.0,30-44
oui,bac,region_parisienne,oui,3692,veuf,,0.67,449.0,5000.0,500.0,18-29
oui,aucun,regions_touristiques_services,non,3565,,0.0,0.68,515.0,,500.0,30-44
oui,doctorat,regions_tertiaires,non,1513,marié,,0.76,,10000.0,18716.7702567452,45-59
oui,bac,regions_industrielles,non,1830,marié,,0.33,,10000.0,1621.276845773688,30-44
oui,doctorat,regions_touristiques_services,non,1694,célibataire,5.0,0.44,560.0,,6041.943182967654,30-44
non,master,Provence-Alpes-Côte d’Azur,oui,2934,divorcé,5.0,0.67,637.0,1218.85,19503.035710789536,18-29
oui,aucun,regions_touristiques_services,non,4130,,2.0,0.62,775.0,5000.0,17098.347502032953,60+
oui,aucun,regions_touristiques_services,non,2665,divorcé,,0.05,596.0,611.0,14661.48621493931,60+
oui,aucun,regions_touristiques_services,non,3037,divorcé,0.0,0.86,651.0,10000.0,500.0,30-44
oui,bac,regions_tertiaires,oui,2837,veuf,2.0,0.13,814.0,10000.0,500.0,30-44
non,bac,regions_touristiques_services,oui,2876,marié,2.0,0.31,374.0,,500.0,60+
non,bac,regions_tertiaires,non,1793,veuf,1.0,0.19,629.0,5000.0,500.0,45-59
non,doctorat,Provence-Alpes-Côte d’Azur,oui,2921,célibataire,5.0,0.11,589.0,10000.0,14139.052657121674,30-44
non,master,regions_touristiques_services,non,2497,veuf,,0.41,848.0,,22137.52624637979,60+
oui,bac,regions_touristiques_services,oui,3537,veuf,,0.44,756.0,,20502.81797848341,30-44
non,bac+2,regions_touristiques_services,non,3960,divorcé,,0.14,399.0,10000.0,500.0,60+
oui,bac+2,region_parisienne,oui,1359,marié,,0.96,658.0,5000.0,4998.8865948036,45-59
oui,aucun,regions_touristiques_services,non,3699,célibataire,4.0,0.98,,669.98,500.0,18-29
oui,doctorat,regions_industrielles,oui,3165,,0.0,0.69,,5000.0,500.0,18-29
non,master,regions_touristiques_services,oui,1564,marié,,0.52,,,500.0,60+
oui,master,Provence-Alpes-Côte d’Azur,oui,3050,veuf,,0.3,,10000.0,25969.9174665423,45-59
non,aucun,regions_touristiques_services,non,1044,veuf,,0.12,,5000.0,500.0,18-29
non,doctorat,regions_tertiaires,non,4360,divorcé,,0.73,822.0,10000.0,31359.25933993461,30-44
non,aucun,regions_tertiaires,non,3141,marié,,0.05,798.0,5000.0,500.0,18-29
non,doctorat,region_parisienne,non,2176,célibataire,,0.39,411.0,947.55,33710.25062819162,18-29
non,master,regions_tertiaires,oui,2185,célibataire,,0.42,,10000.0,15066.129164102133,30-44
non,bac+2,Provence-Alpes-Côte d’Azur,non,5373,divorcé,2.0,0.46,,556.66,27859.41517346807,45-59
oui,doctorat,Provence-Alpes-Côte d’Azur,non,2650,célibataire,,0.0,,5000.0,37942.65916564637,45-59
oui,master,regions_industrielles,oui,3420,,4.0,0.6,431.0,440.44,7244.857159929931,18-29
oui,bac,regions_touristiques_services,non,831,marié,1.0,0.49,,1045.32,500.0,60+
non,aucun,regions_industrielles,non,2385,veuf,,0.31,,,500.0,18-29
non,bac+2,regions_touristiques_services,oui,2604,célibataire,0.0,0.94,365.0,,500.0,60+
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,2471,divorcé,,0.41,305.0,1078.56,14359.499029779896,18-29
non,doctorat,region_parisienne,oui,2783,marié,,0.91,769.0,546.22,34121.242876200005,30-44
oui,master,region_parisienne,oui,2762,veuf,,0.89,831.0,1111.02,1113.9861153742345,60+
oui,master,regions_industrielles,oui,1159,marié,,0.84,,5000.0,2637.7218675939494,18-29
non,bac+2,region_parisienne,non,3574,,,0.42,308.0,,500.0,45-59
oui,aucun,regions_touristiques_services,non,1884,,,0.13,,10000.0,10251.586163297176,45-59
non,master,regions_touristiques_services,oui,5864,,3.0,0.77,839.0,,31968.62565622661,18-29
oui,bac,regions_tertiaires,oui,2628,,4.0,0.19,642.0,10000.0,500.0,18-29
non,aucun,regions_tertiaires,non,3089,divorcé,,0.08,,,500.0,45-59
non,bac+2,regions_industrielles,oui,1433,marié,,0.02,663.0,,500.0,18-29
oui,aucun,regions_industrielles,non,1316,célibataire,,0.31,749.0,697.49,6977.399168154692,45-59
non,bac,regions_touristiques_services,non,1810,divorcé,,0.06,,10000.0,9075.590979671657,18-29
oui,doctorat,regions_touristiques_services,oui,4136,veuf,,0.17,540.0,,5233.694221024736,60+
non,master,regions_touristiques_services,oui,3525,célibataire,,0.12,,10000.0,500.0,60+
non,aucun,regions_tertiaires,oui,2715,divorcé,,0.21,519.0,10000.0,500.0,45-59
oui,bac,regions_tertiaires,non,3860,,,0.55,388.0,673.02,4235.039596261998,30-44
oui,master,regions_tertiaires,non,792,marié,2.0,0.01,466.0,,500.0,30-44
oui,bac+2,regions_touristiques_services,non,1197,célibataire,,0.25,822.0,10000.0,500.0,18-29
non,doctorat,regions_tertiaires,oui,2729,,0.0,0.85,,918.42,500.0,30-44
non,master,regions_touristiques_services,oui,3827,,,0.22,819.0,,4915.852532042175,18-29
oui,bac,regions_touristiques_services,oui,1662,marié,,0.71,739.0,,7886.961730020798,45-59
non,master,regions_tertiaires,oui,1676,divorcé,,0.62,,670.79,2436.2693974263684,45-59
oui,aucun,region_parisienne,non,2796,,,0.15,592.0,5000.0,30586.52615856853,60+
non,bac,region_parisienne,non,3554,divorcé,,0.65,,10000.0,29654.813816976588,30-44
oui,aucun,regions_touristiques_services,oui,1047,,,0.71,,,500.0,45-59
non,master,regions_industrielles,oui,2858,divorcé,,0.07,,,500.0,45-59
oui,bac+2,regions_industrielles,oui,3433,célibataire,,0.69,,10000.0,16463.83703680166,45-59
oui,master,regions_touristiques_services,non,2407,divorcé,2.0,0.41,,1402.53,21909.761517504816,18-29
oui,aucun,region_parisienne,oui,2330,,,0.91,630.0,695.87,500.0,60+
non,master,regions_tertiaires,non,1487,célibataire,,0.3,356.0,10000.0,6670.733013115946,18-29
non,aucun,regions_tertiaires,non,1735,divorcé,4.0,0.24,,5000.0,8837.099508131607,60+
oui,aucun,regions_industrielles,oui,2408,veuf,,0.11,376.0,845.38,500.0,45-59
oui,aucun,Provence-Alpes-Côte d’Azur,non,4979,,,0.03,391.0,5000.0,19216.365072973123,60+
non,master,regions_touristiques_services,non,2881,marié,,0.73,325.0,10000.0,19551.308064955567,60+
non,master,Provence-Alpes-Côte d’Azur,oui,1943,,3.0,0.39,,10000.0,5240.716314489247,60+
oui,doctorat,regions_touristiques_services,non,1420,,3.0,0.87,,5000.0,31111.585078887547,18-29
non,bac,Provence-Alpes-Côte d’Azur,oui,1870,divorcé,,0.81,,,8667.405727246769,45-59
oui,bac+2,regions_tertiaires,oui,3615,,,0.86,610.0,351.2,25113.963666619173,30-44
oui,doctorat,regions_tertiaires,non,4771,célibataire,0.0,0.24,735.0,446.2,11567.355653187338,60+
non,master,regions_industrielles,non,741,,,0.12,,,5821.480011748009,18-29
non,aucun,regions_tertiaires,non,726,,,0.85,573.0,5000.0,500.0,30-44
non,doctorat,regions_tertiaires,oui,2997,,4.0,0.65,,,12626.222339561911,18-29
non,bac,Provence-Alpes-Côte d’Azur,non,2133,célibataire,,0.95,,5000.0,14011.448156357372,45-59
non,bac+2,region_parisienne,non,2863,,5.0,0.55,636.0,10000.0,22579.052649550984,45-59
non,bac+2,regions_touristiques_services,non,1948,veuf,0.0,0.18,638.0,5000.0,500.0,30-44
non,bac,regions_tertiaires,non,1540,,,0.76,,1175.0,2447.5154650770105,45-59
oui,doctorat,regions_tertiaires,oui,2263,,,0.49,,5000.0,13974.391775226995,60+
oui,doctorat,regions_touristiques_services,oui,3155,,,0.01,,10000.0,23659.75585188861,18-29
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,2195,marié,,0.4,565.0,5000.0,500.0,18-29
non,bac+2,regions_touristiques_services,non,2461,marié,,0.98,368.0,,500.0,60+
oui,bac,region_parisienne,non,3182,célibataire,,0.69,443.0,,27707.789581486017,18-29
non,bac+2,regions_touristiques_services,non,2945,célibataire,0.0,0.31,,5000.0,500.0,60+
oui,bac+2,regions_touristiques_services,oui,899,marié,,0.61,423.0,,2790.3810981788,45-59
oui,master,regions_tertiaires,non,3263,divorcé,5.0,0.23,,666.02,30708.702020012974,45-59
non,aucun,regions_industrielles,non,2061,veuf,,0.02,497.0,960.45,500.0,60+
non,bac+2,regions_tertiaires,oui,2000,veuf,,0.69,,10000.0,7393.75158013242,45-59
oui,aucun,regions_industrielles,non,2747,célibataire,,0.35,540.0,10000.0,14073.703922151108,30-44
non,master,regions_tertiaires,oui,2495,,,0.62,,,500.0,30-44
oui,aucun,regions_touristiques_services,non,1968,célibataire,,0.72,,5000.0,4754.932982799233,30-44
non,master,region_parisienne,oui,4877,célibataire,5.0,0.37,802.0,712.6,29361.887142293024,60+
oui,bac+2,region_parisienne,oui,1631,marié,,0.22,743.0,,12462.336692236384,30-44
oui,bac,regions_touristiques_services,non,500,veuf,,0.12,767.0,10000.0,10199.944052016024,30-44
oui,aucun,Provence-Alpes-Côte d’Azur,non,1433,célibataire,,0.62,,10000.0,12422.083619505049,18-29
non,bac,regions_tertiaires,non,2513,marié,,0.27,752.0,5000.0,17610.425276650538,45-59
oui,doctorat,regions_touristiques_services,non,2639,divorcé,2.0,0.41,432.0,10000.0,4595.107639038673,30-44
oui,bac,regions_touristiques_services,oui,1836,,0.0,0.41,485.0,5000.0,500.0,60+
non,doctorat,regions_industrielles,oui,1477,marié,1.0,0.31,839.0,533.98,14091.706909495577,30-44
oui,bac+2,regions_touristiques_services,non,1718,divorcé,3.0,0.47,311.0,,7809.485961562917,18-29
oui,doctorat,regions_touristiques_services,non,3792,célibataire,,0.51,,5000.0,500.0,60+
non,master,Provence-Alpes-Côte d’Azur,oui,1340,,,0.75,373.0,5000.0,14839.011309931118,18-29
oui,aucun,region_parisienne,oui,2847,divorcé,4.0,0.03,376.0,,500.0,45-59
oui,master,regions_touristiques_services,non,2565,,,0.31,,10000.0,3544.7809100603845,18-29
non,bac,regions_touristiques_services,non,2782,marié,,0.15,481.0,,500.0,30-44
oui,aucun,Provence-Alpes-Côte d’Azur,oui,2108,veuf,5.0,0.27,308.0,,500.0,60+
non,doctorat,region_parisienne,non,4086,veuf,5.0,0.82,651.0,10000.0,44434.74322120768,45-59
non,bac,region_parisienne,non,1276,divorcé,,0.55,,10000.0,500.0,30-44
oui,aucun,regions_tertiaires,non,2247,divorcé,,0.88,834.0,852.39,11432.92322950678,18-29
oui,bac,Provence-Alpes-Côte d’Azur,oui,3907,,4.0,0.07,,10000.0,500.0,60+
oui,bac+2,regions_tertiaires,oui,2298,,,0.34,,10000.0,500.0,60+
oui,doctorat,regions_tertiaires,non,1694,veuf,,0.95,557.0,,500.0,30-44
oui,doctorat,regions_touristiques_services,non,2318,marié,,0.21,564.0,10000.0,27027.898460888384,30-44
non,master,Provence-Alpes-Côte d’Azur,non,3144,veuf,0.0,0.03,400.0,975.7,25121.12393665849,45-59
non,master,regions_touristiques_services,oui,1429,marié,1.0,0.74,,,500.0,45-59
oui,doctorat,region_parisienne,non,2576,marié,,0.51,,900.56,50374.11536046333,30-44
oui,master,regions_tertiaires,non,3290,divorcé,,0.02,306.0,361.43,1597.892583245077,18-29
non,doctorat,regions_touristiques_services,oui,2562,divorcé,2.0,0.88,718.0,1210.52,500.0,18-29
non,bac+2,regions_tertiaires,non,3256,veuf,4.0,0.26,688.0,10000.0,500.0,45-59
oui,bac+2,regions_tertiaires,non,3101,divorcé,,0.8,,10000.0,24848.41447729184,30-44
oui,master,regions_industrielles,non,4526,célibataire,1.0,0.6,552.0,5000.0,10518.613515753366,18-29
oui,master,regions_industrielles,oui,1228,célibataire,1.0,0.43,,,8329.78695384015,18-29
non,aucun,regions_tertiaires,non,1542,marié,,0.62,,10000.0,500.0,45-59
